%yyyy doy SNR
2012 143 44.93 
2012 144 44.92 
2012 145 45.15 
2012 146 44.87 
2012 147 44.93 
2012 148 45.14 
2012 149 45.07 
2012 150 45.02 
2012 151 44.89 
2012 152 44.84 
2012 153 44.85 
2012 154 44.88 
2012 156 44.69 
2012 157 44.77 
2012 159 44.68 
2012 160 44.75 
2012 161 44.71 
2012 162 44.78 
2012 163 44.93 
2012 164 44.87 
2012 165 44.75 
2012 166 44.69 
2012 167 44.72 
2012 168 44.77 
2012 169 44.69 
2012 171 44.71 
2012 173 44.80 
2012 174 44.73 
2012 178 44.68 
2012 180 44.71 
2012 181 44.73 
2012 182 44.70 
2012 183 44.71 
2012 184 44.72 
2012 185 44.74 
2012 186 44.78 
2012 187 44.91 
2012 188 44.94 
2012 189 44.92 
2012 190 44.83 
2012 191 44.80 
2012 193 44.70 
2012 194 44.69 
2012 195 44.80 
2012 196 44.80 
2012 197 45.05 
2012 198 44.92 
2012 199 44.79 
2012 200 44.81 
2012 201 44.80 
2012 202 44.69 
2012 203 44.84 
2012 204 44.82 
2012 205 44.84 
2012 206 44.81 
2012 207 44.80 
2012 208 44.77 
2012 209 44.79 
2012 210 44.84 
2012 211 44.82 
2012 212 44.76 
2012 213 44.68 
2012 214 44.80 
2012 215 44.78 
2012 216 44.79 
2012 217 44.78 
2012 218 44.74 
2012 219 44.77 
2012 220 44.79 
2012 221 44.77 
2012 222 44.75 
2012 223 44.92 
2012 224 44.74 
2012 225 44.78 
2012 226 44.81 
2012 227 44.96 
2012 228 44.88 
2012 229 44.69 
2012 230 44.78 
2012 231 44.82 
2012 232 44.82 
2012 233 44.87 
2012 234 44.86 
2012 235 44.84 
2012 236 44.90 
2012 237 44.95 
2012 238 44.86 
2012 239 44.86 
2012 240 44.85 
2012 241 44.77 
2012 242 44.84 
2012 243 44.77 
2012 244 44.89 
2012 245 44.92 
2012 246 44.85 
2012 247 44.78 
2012 248 44.88 
2012 249 44.88 
2012 250 44.94 
2012 251 44.93 
2012 252 44.95 
2012 253 44.94 
2012 254 44.87 
2012 255 44.89 
2012 256 44.99 
2012 257 44.87 
2012 258 45.01 
2012 259 44.96 
2012 260 44.97 
2012 261 45.06 
2012 262 45.06 
2012 263 45.01 
2012 264 45.01 
2012 265 45.06 
2012 266 45.01 
2012 267 45.03 
2012 268 45.10 
2012 269 45.18 
2012 270 45.23 
2012 271 45.13 
2012 272 45.08 
2012 273 45.02 
2012 274 45.04 
2012 275 45.11 
2012 276 45.08 
2012 277 45.05 
2012 278 45.11 
2012 279 45.02 
2012 280 45.22 
2012 281 45.39 
2012 282 45.35 
2012 283 45.11 
2012 284 45.16 
2012 285 45.12 
2012 286 45.21 
2012 287 45.39 
2012 288 45.12 
2012 289 45.09 
2012 290 45.04 
2012 291 45.04 
2012 292 45.17 
2012 293 45.15 
2012 294 45.12 
2012 295 45.16 
2012 296 45.20 
2012 297 45.13 
2012 298 45.27 
2012 299 45.49 
2012 300 45.51 
2012 301 45.49 
2012 302 45.37 
2012 303 45.29 
2012 304 45.24 
2012 305 45.31 
2012 306 45.28 
2012 307 45.32 
2012 308 45.41 
2012 309 45.42 
2012 310 45.36 
2012 311 45.35 
2012 312 45.37 
2012 313 45.36 
2012 314 45.36 
2012 315 45.56 
2012 316 45.73 
2012 317 45.89 
2012 318 45.59 
2012 319 45.62 
2012 320 45.48 
2012 321 45.55 
2012 322 45.41 
2012 323 45.43 
2012 324 45.41 
2012 325 45.51 
2012 326 45.43 
2012 327 45.40 
2012 328 45.51 
2012 329 45.50 
2012 330 45.50 
2012 331 45.44 
2012 332 45.61 
2012 333 45.58 
2012 334 45.47 
2012 335 45.51 
2012 336 45.30 
2012 337 45.37 
2012 338 45.34 
2012 339 45.53 
2012 340 45.40 
2012 341 45.29 
2012 342 45.36 
2012 343 45.39 
2012 344 45.49 
2012 345 46.09 
2012 346 45.60 
2012 347 45.68 
2012 348 45.50 
2012 349 45.49 
2012 350 45.34 
2012 351 45.44 
2012 352 45.47 
2012 353 45.52 
2012 354 45.45 
2012 355 45.86 
2012 356 45.93 
2012 357 45.66 
2012 358 45.63 
2012 359 45.53 
2012 360 45.45 
2012 361 45.71 
2012 362 45.50 
2012 363 45.59 
2012 364 46.01 
2012 365 45.91 
2012 366 45.70 
2013   1 45.72 
2013   2 45.97 
2013   3 46.07 
2013   4 46.02 
2013   5 45.89 
2013   6 45.82 
2013   7 45.73 
2013   8 45.66 
2013   9 45.69 
2013  10 45.63 
2013  11 45.55 
2013  12 45.96 
2013  13 46.20 
2013  14 46.10 
2013  15 46.14 
2013  16 46.04 
2013  17 45.78 
2013  18 45.64 
2013  19 45.78 
2013  20 45.77 
2013  21 45.72 
2013  22 45.60 
2013  23 45.64 
2013  24 45.55 
2013  25 45.27 
2013  26 45.30 
2013  27 45.24 
2013  28 45.24 
2013  29 45.51 
2013  30 45.66 
2013  31 45.23 
2013  32 45.41 
2013  33 45.43 
2013  34 45.50 
2013  35 45.25 
2013  36 45.39 
2013  37 45.44 
2013  38 45.19 
2013  39 45.33 
2013  40 45.30 
2013  41 45.37 
2013  42 45.39 
2013  43 45.43 
2013  44 45.45 
2013  45 45.35 
2013  46 45.39 
2013  47 45.41 
2013  48 45.40 
2013  49 45.29 
2013  50 45.57 
2013  51 45.49 
2013  52 45.35 
2013  53 45.48 
2013  54 45.65 
2013  55 45.44 
2013  56 45.37 
2013  57 45.57 
2013  58 45.39 
2013  59 45.57 
2013  60 45.25 
2013  61 45.15 
2013  62 45.28 
2013  63 45.17 
2013  64 45.40 
2013  65 45.27 
2013  66 45.08 
2013  67 45.13 
2013  68 45.25 
2013  69 45.19 
2013  70 45.23 
2013  71 45.02 
2013  72 44.99 
2013  73 44.93 
2013  74 44.98 
2013  75 45.11 
2013  76 45.20 
2013  77 45.17 
2013  78 45.10 
2013  79 45.31 
2013  80 45.19 
2013  81 45.30 
2013  82 45.33 
2013  83 45.52 
2013  84 45.39 
2013  85 45.20 
2013  86 44.96 
2013  87 45.13 
2013  88 45.06 
2013  89 45.08 
2013  90 45.04 
2013  91 45.01 
2013  92 45.06 
2013  93 45.12 
2013  94 45.03 
2013  95 45.13 
2013  96 45.04 
2013  97 45.09 
2013  98 45.12 
2013  99 45.16 
2013 100 45.42 
2013 101 45.29 
2013 102 45.04 
2013 103 45.20 
2013 104 45.02 
2013 105 45.19 
2013 106 45.13 
2013 107 45.30 
2013 108 45.44 
2013 109 45.37 
2013 110 45.25 
2013 111 45.13 
2013 112 45.04 
2013 113 45.19 
2013 114 45.33 
2013 115 45.16 
2013 116 45.07 
2013 117 45.02 
2013 118 44.98 
2013 119 44.90 
2013 120 44.94 
2013 121 45.15 
2013 122 45.29 
2013 123 45.20 
2013 124 45.10 
2013 125 45.08 
2013 126 45.18 
2013 127 45.23 
2013 128 45.17 
2013 129 44.95 
2013 130 45.12 
2013 131 45.03 
2013 132 44.93 
2013 133 44.90 
2013 134 44.95 
2013 135 44.98 
2013 136 44.89 
2013 137 44.86 
2013 138 45.01 
2013 139 45.18 
2013 140 45.21 
2013 141 45.05 
2013 142 44.89 
2013 143 44.83 
2013 144 44.85 
2013 145 44.89 
